,name,geo_type,name_cbsa,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
652,"Laurinburg, NC",Micropolitan Statistical Area,"Laurinburg, NC Micro Area",36062,34637,-1523,4623,4139,484,167,-2183,-2016,-0.06053463479562975,0.004630913426875936
653,"Lawrenceburg, TN",Micropolitan Statistical Area,"Lawrenceburg, TN Micro Area",41971,44432,2573,5815,5494,321,44,2223,2267,0.052965142598460836,0.001048342903433323
654,"Lebanon, MO",Micropolitan Statistical Area,"Lebanon, MO Micro Area",35697,35895,301,4883,4185,698,30,-425,-395,-0.011905762388996276,0.0008404067568703253
655,"Lebanon, NH-VT",Micropolitan Statistical Area,"Lebanon, NH-VT Micro Area",218426,217783,-686,19072,21805,-2733,3847,-1652,2195,-0.0075632021828903155,0.01761237215349821
656,"Levelland, TX",Micropolitan Statistical Area,"Levelland, TX Micro Area",22827,22921,23,3240,2199,1041,131,-1146,-1015,-0.05020370613746879,0.005738818066324966
657,"Lewisburg, PA",Micropolitan Statistical Area,"Lewisburg, PA Micro Area",45005,44294,-674,4122,3937,185,466,-1340,-874,-0.02977446950338852,0.010354405066103769
658,"Lewisburg, TN",Micropolitan Statistical Area,"Lewisburg, TN Micro Area",30688,35016,4405,3943,3425,518,371,3532,3903,0.11509384775808132,0.01208941605839416
659,"Lewistown, PA",Micropolitan Statistical Area,"Lewistown, PA Micro Area",46638,46064,-613,5965,5582,383,106,-1065,-959,-0.022835456065869036,0.002272824735194477
660,"Lexington, NE",Micropolitan Statistical Area,"Lexington, NE Micro Area",26342,25496,-864,4271,2408,1863,1018,-3774,-2756,-0.14326930377344166,0.03864550907296333
661,"Liberal, KS",Micropolitan Statistical Area,"Liberal, KS Micro Area",22972,21038,-1912,4355,1325,3030,955,-5929,-4974,-0.2580968135121017,0.041572348946543616
662,"Lincoln, IL",Micropolitan Statistical Area,"Lincoln, IL Micro Area",30282,28383,-1922,3067,3425,-358,141,-1715,-1574,-0.056634304207119734,0.004656231424608678
663,"Lock Haven, PA",Micropolitan Statistical Area,"Lock Haven, PA Micro Area",39262,37957,-1291,4319,4171,148,125,-1557,-1432,-0.0396566654780704,0.0031837400030563907
664,"Logansport, IN",Micropolitan Statistical Area,"Logansport, IN Micro Area",38985,37388,-1582,4822,4140,682,881,-3164,-2283,-0.08115942028985508,0.022598435295626523
665,"London, KY",Micropolitan Statistical Area,"London, KY Micro Area",148225,148342,245,20009,18182,1827,426,-1962,-1536,-0.013236633496373756,0.002874009107775341
666,"Los Alamos, NM",Micropolitan Statistical Area,"Los Alamos, NM Micro Area",17995,19462,1512,1744,1267,477,766,241,1007,0.013392609058071686,0.04256737982772992
667,"Ludington, MI",Micropolitan Statistical Area,"Ludington, MI Micro Area",28719,29164,475,2931,3464,-533,120,913,1033,0.03179080051533828,0.004178418468609631
668,"Lufkin, TX",Micropolitan Statistical Area,"Lufkin, TX Micro Area",86905,86796,25,12042,9224,2818,168,-2915,-2747,-0.03354237385650998,0.0019331453886427708
669,"Lumberton, NC",Micropolitan Statistical Area,"Lumberton, NC Micro Area",134469,129999,-4206,18581,13843,4738,522,-9437,-8915,-0.07017974403022258,0.003881935613412757
670,"Macomb, IL",Micropolitan Statistical Area,"Macomb, IL Micro Area",32631,29295,-3321,2875,3154,-279,815,-3891,-3076,-0.11924243817229015,0.02497624957862156
671,"Madison, IN",Micropolitan Statistical Area,"Madison, IN Micro Area",32399,32110,-290,3748,3864,-116,158,-312,-154,-0.009629926849594123,0.004876693725114973
672,"Madisonville, KY",Micropolitan Statistical Area,"Madisonville, KY Micro Area",46841,44662,-2255,5507,6135,-628,226,-1837,-1611,-0.03921777929591597,0.004824832945496467
673,"Magnolia, AR",Micropolitan Statistical Area,"Magnolia, AR Micro Area",24722,23331,-1221,2981,3117,-136,235,-1349,-1114,-0.054566782622765146,0.009505703422053232
674,"Malone, NY",Micropolitan Statistical Area,"Malone, NY Micro Area",51642,49965,-1632,5020,4778,242,204,-2108,-1904,-0.04081948801363231,0.00395027303357732
675,"Malvern, AR",Micropolitan Statistical Area,"Malvern, AR Micro Area",33236,33787,771,3658,4095,-437,79,1109,1188,0.03336743290407991,0.0023769406667469013
676,"Manitowoc, WI",Micropolitan Statistical Area,"Manitowoc, WI Micro Area",81330,78757,-2687,8197,8846,-649,464,-2492,-2028,-0.030640600024591173,0.005705151850485675
677,"Marietta, OH",Micropolitan Statistical Area,"Marietta, OH Micro Area",61714,59652,-2135,6216,7590,-1374,283,-995,-712,-0.016122759827591794,0.004585669378098973
678,"Marinette, WI-MI",Micropolitan Statistical Area,"Marinette, WI-MI Micro Area",65630,62870,-2908,5878,8138,-2260,114,-710,-596,-0.01081822337345726,0.0017370105134846866
679,"Marion, IN",Micropolitan Statistical Area,"Marion, IN Micro Area",69906,65225,-4838,7837,8508,-671,246,-4416,-4170,-0.0631705433010042,0.003519011243670072
680,"Marion, NC",Micropolitan Statistical Area,"Marion, NC Micro Area",45102,45782,780,4624,5281,-657,168,1313,1481,0.02911179105139462,0.0037248902487694562
681,"Marion, OH",Micropolitan Statistical Area,"Marion, OH Micro Area",66459,64820,-1685,7746,7587,159,342,-2166,-1824,-0.032591522592876815,0.0051460298830858136
682,"Marquette, MI",Micropolitan Statistical Area,"Marquette, MI Micro Area",67080,65834,-1237,6347,6924,-577,409,-1034,-625,-0.0154144305307096,0.006097197376267144
683,"Marshall, MN",Micropolitan Statistical Area,"Marshall, MN Micro Area",25852,25271,-587,3710,2256,1454,1011,-3080,-2069,-0.11913971839702925,0.039107225746557325
684,"Marshall, MO",Micropolitan Statistical Area,"Marshall, MO Micro Area",23422,22858,-514,2841,2606,235,489,-1233,-744,-0.05264281444795491,0.02087780718982153
685,"Marshalltown, IA",Micropolitan Statistical Area,"Marshalltown, IA Micro Area",40722,39495,-1153,5444,4905,539,1255,-2955,-1700,-0.07256519817297775,0.03081872206669613
686,"Martin, TN",Micropolitan Statistical Area,"Martin, TN Micro Area",35044,33334,-1681,3498,3914,-416,272,-1549,-1277,-0.04420157516265266,0.00776167104211848
687,"Martinsville, VA",Micropolitan Statistical Area,"Martinsville, VA Micro Area",67888,62664,-5320,6737,9919,-3182,291,-2397,-2106,-0.035308154607588974,0.004286471835965118
688,"Maryville, MO",Micropolitan Statistical Area,"Maryville, MO Micro Area",23402,21743,-1630,2271,1976,295,157,-2097,-1940,-0.08960772583539868,0.006708828305273053
689,"Mason City, IA",Micropolitan Statistical Area,"Mason City, IA Micro Area",51679,49462,-2280,5598,6090,-492,316,-2087,-1771,-0.04038390835735985,0.006114669401497707
690,"Mayfield, KY",Micropolitan Statistical Area,"Mayfield, KY Micro Area",37254,36818,-324,5129,4661,468,413,-1186,-773,-0.0318355075964997,0.01108605787298008
691,"Maysville, KY",Micropolitan Statistical Area,"Maysville, KY Micro Area",17503,17035,-453,2149,2221,-72,114,-495,-381,-0.02828086613723362,0.006513169170999257
692,"McAlester, OK",Micropolitan Statistical Area,"McAlester, OK Micro Area",45799,43679,-2148,5390,6292,-902,86,-1305,-1219,-0.02849407192296775,0.001877770256992511
693,"McComb, MS",Micropolitan Statistical Area,"McComb, MS Micro Area",40442,38997,-1405,5622,5241,381,49,-1826,-1777,-0.04515108055981405,0.0012116116908164778
694,"McMinnville, TN",Micropolitan Statistical Area,"McMinnville, TN Micro Area",39859,41605,1781,4934,5034,-100,310,1603,1913,0.040216764093429336,0.007777415389247096
695,"McPherson, KS",Micropolitan Statistical Area,"McPherson, KS Micro Area",29128,28448,-738,3301,3799,-498,118,-358,-240,-0.012290579511123318,0.004051084866794836
696,"Meadville, PA",Micropolitan Statistical Area,"Meadville, PA Micro Area",88614,83697,-5053,9510,10355,-845,192,-4366,-4174,-0.049269867063895086,0.002166700521362313
697,"Menomonie, WI",Micropolitan Statistical Area,"Menomonie, WI Micro Area",43888,45452,1587,4547,3403,1144,469,-12,457,-0.0002734232592052497,0.010686292380605178
698,"Meridian, MS",Micropolitan Statistical Area,"Meridian, MS Micro Area",107572,98571,-8871,13040,12115,925,403,-10235,-9832,-0.09514557691592608,0.0037463280407541
699,"Mexico, MO",Micropolitan Statistical Area,"Mexico, MO Micro Area",25453,24835,-696,3444,3092,352,28,-1067,-1039,-0.041920402310140256,0.0011000667897693786
700,"Miami, OK",Micropolitan Statistical Area,"Miami, OK Micro Area",31860,30879,-969,4453,4660,-207,168,-924,-756,-0.029001883239171376,0.005273069679849341
701,"Middlesborough, KY",Micropolitan Statistical Area,"Middlesborough, KY Micro Area",28704,25482,-3206,3492,4022,-530,25,-2708,-2683,-0.0943422519509476,0.000870958751393534
702,"Milledgeville, GA",Micropolitan Statistical Area,"Milledgeville, GA Micro Area",55136,53593,-1648,5261,5529,-268,408,-1899,-1491,-0.03444210679048172,0.007399883923389437
703,"Minden, LA",Micropolitan Statistical Area,"Minden, LA Micro Area",41202,37943,-3263,5006,5451,-445,60,-2880,-2820,-0.06989951944080385,0.0014562399883500802
704,"Mineral Wells, TX",Micropolitan Statistical Area,"Mineral Wells, TX Micro Area",28093,29320,1186,3654,3425,229,108,857,965,0.03050581995514897,0.003844374043355996
705,"Minot, ND",Micropolitan Statistical Area,"Minot, ND Micro Area",70014,76444,6907,12791,5895,6896,2417,-2610,-193,-0.03727825863398749,0.0345216670951524
706,"Mitchell, SD",Micropolitan Statistical Area,"Mitchell, SD Micro Area",22815,23301,465,3071,2425,646,257,-430,-173,-0.018847249616480384,0.011264518956826649
707,"Moberly, MO",Micropolitan Statistical Area,"Moberly, MO Micro Area",25454,24409,-1006,2939,2851,88,46,-1140,-1094,-0.04478667400015714,0.0018071815824624812
708,"Montrose, CO",Micropolitan Statistical Area,"Montrose, CO Micro Area",45639,48323,2609,4835,4715,120,39,2453,2492,0.053747891058086285,0.0008545323078945639
709,"Morehead City, NC",Micropolitan Statistical Area,"Morehead City, NC Micro Area",66700,69558,3095,5919,8271,-2352,621,4836,5457,0.07250374812593703,0.009310344827586206
710,"Morgan City, LA",Micropolitan Statistical Area,"Morgan City, LA Micro Area",54553,48330,-6317,7372,5767,1605,542,-8526,-7984,-0.15628838010741847,0.009935292284567302
711,"Moscow, ID",Micropolitan Statistical Area,"Moscow, ID Micro Area",37258,40830,3587,4455,2293,2162,1542,-106,1436,-0.0028450265714745826,0.04138708465296044
712,"Moses Lake, WA",Micropolitan Statistical Area,"Moses Lake, WA Micro Area",89554,99377,10253,15508,7078,8430,1757,107,1864,0.0011948098354065705,0.01961944748419948
713,"Moultrie, GA",Micropolitan Statistical Area,"Moultrie, GA Micro Area",45638,45542,46,6717,4900,1817,159,-1916,-1757,-0.041982558394320524,0.0034839388229107324
714,"Mountain Home, AR",Micropolitan Statistical Area,"Mountain Home, AR Micro Area",41511,42242,731,3590,6984,-3394,31,4117,4148,0.09917853099178532,0.0007467900074679001
715,"Mountain Home, ID",Micropolitan Statistical Area,"Mountain Home, ID Micro Area",27125,27448,408,4687,1926,2761,1170,-3579,-2409,-0.13194470046082948,0.043133640552995386
716,"Mount Airy, NC",Micropolitan Statistical Area,"Mount Airy, NC Micro Area",73779,71683,-2069,7759,9277,-1518,309,-817,-508,-0.011073611732335759,0.004188183629488066
717,"Mount Gay-Shamrock, WV",Micropolitan Statistical Area,"Mount Gay-Shamrock, WV Micro Area",36719,31688,-5062,3925,5553,-1628,-6,-3449,-3455,-0.09392957324545877,-0.00016340314278711295
718,"Mount Pleasant, MI",Micropolitan Statistical Area,"Mount Pleasant, MI Micro Area",70297,69504,-809,6668,4954,1714,1727,-4299,-2572,-0.06115481457245686,0.02456719347909584
719,"Mount Pleasant, TX",Micropolitan Statistical Area,"Mount Pleasant, TX Micro Area",44813,45986,1253,6899,4300,2599,749,-2098,-1349,-0.04681677191886283,0.016713899984379534
720,"Mount Sterling, KY",Micropolitan Statistical Area,"Mount Sterling, KY Micro Area",44544,47169,2760,6295,5249,1046,-6,1734,1728,0.03892780172413793,-0.00013469827586206896
721,"Mount Vernon, IL",Micropolitan Statistical Area,"Mount Vernon, IL Micro Area",38757,37235,-1590,4822,4641,181,271,-2023,-1752,-0.05219702247335965,0.006992285264597363
722,"Mount Vernon, OH",Micropolitan Statistical Area,"Mount Vernon, OH Micro Area",61087,62423,1497,7523,6335,1188,102,231,333,0.003781491970468349,0.0016697497012457645
723,"Murray, KY",Micropolitan Statistical Area,"Murray, KY Micro Area",37360,39300,2101,3869,4091,-222,1247,1072,2319,0.02869379014989293,0.0333779443254818
724,"Muscatine, IA",Micropolitan Statistical Area,"Muscatine, IA Micro Area",42804,42394,-409,5515,4102,1413,761,-2579,-1818,-0.060251378375852725,0.017778712269881317
725,"Muskogee, OK",Micropolitan Statistical Area,"Muskogee, OK Micro Area",71121,67610,-3381,9190,9485,-295,279,-3353,-3074,-0.04714500639754784,0.003922891972835027
726,"Nacogdoches, TX",Micropolitan Statistical Area,"Nacogdoches, TX Micro Area",64684,64753,229,8761,5903,2858,352,-3006,-2654,-0.04647207964875394,0.005441840331457547
727,"Natchez, MS-LA",Micropolitan Statistical Area,"Natchez, MS-LA Micro Area",53421,49189,-3937,6439,6768,-329,1522,-5173,-3651,-0.09683457816214597,0.028490668463712773
728,"Natchitoches, LA",Micropolitan Statistical Area,"Natchitoches, LA Micro Area",39523,37655,-1908,5203,4109,1094,203,-3188,-2985,-0.0806618930749184,0.005136249778609923
729,"Newberry, SC",Micropolitan Statistical Area,"Newberry, SC Micro Area",37611,38445,935,4448,4478,-30,95,895,990,0.02379622982638058,0.0025258567972135807
730,"New Castle, IN",Micropolitan Statistical Area,"New Castle, IN Micro Area",49530,48033,-1433,4871,5967,-1096,39,-345,-306,-0.006965475469412477,0.0007874015748031496
731,"New Castle, PA",Micropolitan Statistical Area,"New Castle, PA Micro Area",91016,85083,-6073,9058,11829,-2771,284,-3555,-3271,-0.0390590665377516,0.003120330491342181
732,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,"New Philadelphia-Dover, OH Micro Area",92545,91776,-809,11677,10771,906,781,-2443,-1662,-0.0263979685558377,0.008439137716786428
733,"Newport, OR",Micropolitan Statistical Area,"Newport, OR Micro Area",45997,50583,4550,4289,6150,-1861,182,6197,6379,0.13472617779420398,0.0039567797899863035
734,"Newport, TN",Micropolitan Statistical Area,"Newport, TN Micro Area",35641,36225,583,3852,5225,-1373,21,1963,1984,0.05507701804102017,0.0005892090569849331
735,"New Ulm, MN",Micropolitan Statistical Area,"New Ulm, MN Micro Area",25844,24846,-1047,2778,3052,-274,89,-856,-767,-0.033121807769695095,0.003443739359232317
736,"Nogales, AZ",Micropolitan Statistical Area,"Nogales, AZ Micro Area",47402,46808,-609,6591,3036,3555,1081,-5323,-4242,-0.11229483988017384,0.02280494493903211
737,"Norfolk, NE",Micropolitan Statistical Area,"Norfolk, NE Micro Area",48363,47877,-393,6941,4880,2061,743,-3192,-2449,-0.06600086843247938,0.01536298409941484
738,"North Platte, NE",Micropolitan Statistical Area,"North Platte, NE Micro Area",37561,35568,-2022,4471,3874,597,240,-2864,-2624,-0.07624930113681744,0.006389606240515428
739,"North Vernon, IN",Micropolitan Statistical Area,"North Vernon, IN Micro Area",28482,27515,-1014,3406,3055,351,39,-1404,-1365,-0.04929429113124079,0.0013692858647566884
740,"North Wilkesboro, NC",Micropolitan Statistical Area,"North Wilkesboro, NC Micro Area",69265,68043,-1268,6970,8268,-1298,305,-208,97,-0.0030029596477297326,0.004403378329603696
741,"Norwalk, OH",Micropolitan Statistical Area,"Norwalk, OH Micro Area",59566,57979,-1646,7449,6132,1317,187,-3167,-2980,-0.053167914582144184,0.0031393748111338683
742,"Oak Harbor, WA",Micropolitan Statistical Area,"Oak Harbor, WA Micro Area",78700,86014,7506,9310,7357,1953,1745,3794,5539,0.04820838627700127,0.0221728081321474
743,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,"Ogdensburg-Massena, NY Micro Area",111821,107185,-4756,11807,10413,1394,1380,-7559,-6179,-0.06759910929074145,0.012341152377460406
744,"Oil City, PA",Micropolitan Statistical Area,"Oil City, PA Micro Area",54972,50328,-4660,5326,6727,-1401,42,-3288,-3246,-0.059812268063741535,0.0007640253219820999
745,"Okeechobee, FL",Micropolitan Statistical Area,"Okeechobee, FL Micro Area",40014,42297,2310,5430,4519,911,693,716,1409,0.017893737191982804,0.01731893837156995
746,"Olean, NY",Micropolitan Statistical Area,"Olean, NY Micro Area",80220,75863,-4474,9107,8675,432,273,-5193,-4920,-0.06473448017950635,0.0034031413612565444
747,"Oneonta, NY",Micropolitan Statistical Area,"Oneonta, NY Micro Area",62260,58701,-3577,5276,6308,-1032,404,-2936,-2532,-0.047157083199486034,0.006488917442981047
748,"Ontario, OR-ID",Micropolitan Statistical Area,"Ontario, OR-ID Micro Area",53989,55754,1816,7431,5265,2166,-235,-111,-346,-0.0020559743651484557,-0.0043527385208097956
749,"Opelousas, LA",Micropolitan Statistical Area,"Opelousas, LA Micro Area",83503,81440,-1960,12844,10028,2816,90,-4816,-4726,-0.05767457456618325,0.001077805587823192
750,"Orangeburg, SC",Micropolitan Statistical Area,"Orangeburg, SC Micro Area",92323,85343,-7165,10609,11007,-398,333,-7113,-6780,-0.07704472341670006,0.0036069018554423064
751,"Oskaloosa, IA",Micropolitan Statistical Area,"Oskaloosa, IA Micro Area",22409,22370,-14,2838,2384,454,303,-760,-457,-0.03391494488821456,0.01352135302780133
752,"Othello, WA",Micropolitan Statistical Area,"Othello, WA Micro Area",18791,20027,1296,4031,1230,2801,271,-1788,-1517,-0.09515193443669842,0.01442179766909691
753,"Ottawa, IL",Micropolitan Statistical Area,"Ottawa, IL Micro Area",154785,145590,-9309,15972,17944,-1972,513,-7838,-7325,-0.050637981716574604,0.003314274639015409
754,"Ottawa, KS",Micropolitan Statistical Area,"Ottawa, KS Micro Area",25986,25703,-291,3194,2677,517,146,-952,-806,-0.03663511121373047,0.005618409913030093
755,"Ottumwa, IA",Micropolitan Statistical Area,"Ottumwa, IA Micro Area",35679,34985,-637,4495,4212,283,1230,-2131,-901,-0.05972701028616272,0.03447406037164718
756,"Owatonna, MN",Micropolitan Statistical Area,"Owatonna, MN Micro Area",36497,36596,15,4577,3161,1416,71,-1479,-1408,-0.04052387867495959,0.0019453653724963696
757,"Oxford, MS",Micropolitan Statistical Area,"Oxford, MS Micro Area",47574,54408,7047,5575,3908,1667,551,4678,5229,0.09833102114600413,0.011581956530878209
758,"Ozark, AL",Micropolitan Statistical Area,"Ozark, AL Micro Area",50396,48959,-1294,6790,5262,1528,812,-3640,-2828,-0.07222795459957139,0.01611238987221208
759,"Paducah, KY-IL",Micropolitan Statistical Area,"Paducah, KY-IL Micro Area",98673,96090,-2642,11341,12829,-1488,114,-1203,-1089,-0.012191784986774498,0.0011553312456295036
760,"Pahrump, NV",Micropolitan Statistical Area,"Pahrump, NV Micro Area",43848,48054,4110,3882,7389,-3507,-190,7810,7620,0.17811530742565224,-0.004333150884875022
761,"Palatka, FL",Micropolitan Statistical Area,"Palatka, FL Micro Area",74223,74815,435,8544,10141,-1597,139,1939,2078,0.02612397774274821,0.0018727348665508
762,"Palestine, TX",Micropolitan Statistical Area,"Palestine, TX Micro Area",58498,57805,-652,6125,6814,-689,409,-346,63,-0.005914732127594106,0.006991692023658929
763,"Pampa, TX",Micropolitan Statistical Area,"Pampa, TX Micro Area",23394,22471,-991,3208,2768,440,57,-1517,-1460,-0.06484568692827221,0.002436522185175686
764,"Paragould, AR",Micropolitan Statistical Area,"Paragould, AR Micro Area",42202,45597,3507,5773,4984,789,46,2670,2716,0.06326714373726364,0.0010899957347992985
765,"Paris, TN",Micropolitan Statistical Area,"Paris, TN Micro Area",32396,32056,-293,3363,4791,-1428,36,1126,1162,0.034757377454006665,0.0011112483022595384
766,"Paris, TX",Micropolitan Statistical Area,"Paris, TX Micro Area",49822,49905,114,6699,6414,285,101,-257,-156,-0.00515836377503914,0.002027216892136004
767,"Parsons, KS",Micropolitan Statistical Area,"Parsons, KS Micro Area",21536,19586,-2023,2743,2698,45,34,-2115,-2081,-0.09820765230312037,0.0015787518573551265
768,"Payson, AZ",Micropolitan Statistical Area,"Payson, AZ Micro Area",53565,54303,711,5917,7887,-1970,257,2467,2724,0.04605619340987585,0.004797909082423224
769,"Pearsall, TX",Micropolitan Statistical Area,"Pearsall, TX Micro Area",17255,20379,3162,2584,1412,1172,1895,78,1973,0.004520428861199652,0.10982323964068386
770,"Pecos, TX",Micropolitan Statistical Area,"Pecos, TX Micro Area",13914,16130,2265,1921,1121,800,630,798,1428,0.05735230702889176,0.04527813712807245
771,"Pella, IA",Micropolitan Statistical Area,"Pella, IA Micro Area",33225,33168,-139,3717,3490,227,123,-483,-360,-0.0145372460496614,0.003702031602708804
772,"Peru, IN",Micropolitan Statistical Area,"Peru, IN Micro Area",36810,35328,-1577,3776,3797,-21,191,-1756,-1565,-0.04770442814452595,0.005188807389296387
773,"Picayune, MS",Micropolitan Statistical Area,"Picayune, MS Micro Area",55683,55876,150,6500,6629,-129,-109,406,297,0.007291273817861825,-0.0019575094732683226
774,"Pierre, SD",Micropolitan Statistical Area,"Pierre, SD Micro Area",20049,20457,469,2797,1743,1054,1,-583,-582,-0.029078757045239163,4.987779939149085e-05
775,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,"Pinehurst-Southern Pines, NC Micro Area",88595,103352,15102,10874,11355,-481,920,14592,15512,0.16470455443309442,0.01038433320164795
776,"Pittsburg, KS",Micropolitan Statistical Area,"Pittsburg, KS Micro Area",39173,38730,-405,4903,4269,634,989,-2020,-1031,-0.05156612973221352,0.02524698133918771
777,"Plainview, TX",Micropolitan Statistical Area,"Plainview, TX Micro Area",36271,32754,-3453,4941,3179,1762,40,-5325,-5285,-0.14681150230211465,0.0011028094069642411
778,"Platteville, WI",Micropolitan Statistical Area,"Platteville, WI Micro Area",51234,51021,-183,5700,5077,623,280,-1104,-824,-0.0215481906546434,0.00546512081820666
779,"Plattsburgh, NY",Micropolitan Statistical Area,"Plattsburgh, NY Micro Area",82099,79778,-2353,7772,7353,419,871,-3639,-2768,-0.04432453501260673,0.010609142620494769
780,"Plymouth, IN",Micropolitan Statistical Area,"Plymouth, IN Micro Area",47000,46108,-942,5868,4760,1108,307,-2358,-2051,-0.05017021276595745,0.006531914893617021
781,"Point Pleasant, WV-OH",Micropolitan Statistical Area,"Point Pleasant, WV-OH Micro Area",58443,56137,-2158,6618,7437,-819,232,-1559,-1327,-0.02667556422497134,0.0039696798590079215
782,"Ponca City, OK",Micropolitan Statistical Area,"Ponca City, OK Micro Area",46428,43274,-3288,6119,5984,135,94,-3512,-3418,-0.0756440079262514,0.0020246403032652713
783,"Pontiac, IL",Micropolitan Statistical Area,"Pontiac, IL Micro Area",38862,35414,-3537,4301,4386,-85,174,-3688,-3514,-0.09489990221810507,0.0044773815037826145
784,"Poplar Bluff, MO",Micropolitan Statistical Area,"Poplar Bluff, MO Micro Area",56887,55478,-1420,7329,7819,-490,16,-893,-877,-0.015697786840578692,0.00028125933868897987
785,"Portales, NM",Micropolitan Statistical Area,"Portales, NM Micro Area",20020,18350,-1490,2843,1598,1245,426,-3216,-2790,-0.16063936063936066,0.021278721278721283
786,"Port Angeles, WA",Micropolitan Statistical Area,"Port Angeles, WA Micro Area",71505,78067,6671,6677,10155,-3478,752,9396,10148,0.13140339836375078,0.010516747080623732
787,"Port Lavaca, TX",Micropolitan Statistical Area,"Port Lavaca, TX Micro Area",21312,21001,-379,2925,2134,791,319,-1482,-1163,-0.06953828828828829,0.01496809309309309
788,"Portsmouth, OH",Micropolitan Statistical Area,"Portsmouth, OH Micro Area",79672,74347,-5312,8897,10176,-1279,257,-4296,-4039,-0.053921076413294515,0.003225725474445225
789,"Pottsville, PA",Micropolitan Statistical Area,"Pottsville, PA Micro Area",148280,140709,-7572,14070,19867,-5797,406,-2084,-1678,-0.014054491502562721,0.0027380631238198005
790,"Price, UT",Micropolitan Statistical Area,"Price, UT Micro Area",21403,20760,-643,2825,2270,555,125,-1343,-1218,-0.06274821286735505,0.005840302761295145
791,"Prineville, OR",Micropolitan Statistical Area,"Prineville, OR Micro Area",20882,25105,4127,2188,2556,-368,-42,4516,4474,0.21626281007566325,-0.0020113015994636533
792,"Pullman, WA",Micropolitan Statistical Area,"Pullman, WA Micro Area",44795,49500,4722,4297,2727,1570,4141,-1078,3063,-0.024065185846634668,0.09244335305279608
793,"Quincy, IL-MO",Micropolitan Statistical Area,"Quincy, IL-MO Micro Area",77364,74593,-2707,9458,9440,18,253,-2944,-2691,-0.038053875187425666,0.003270254898919394
794,"Raymondville, TX",Micropolitan Statistical Area,"Raymondville, TX Micro Area",22226,21161,-976,2969,1751,1218,69,-2275,-2206,-0.1023575992081346,0.0031044722397192475
795,"Red Bluff, CA",Micropolitan Statistical Area,"Red Bluff, CA Micro Area",63562,64494,1053,7821,6703,1118,-210,192,-18,0.003020672728989019,-0.0033038607973317393
796,"Red Wing, MN",Micropolitan Statistical Area,"Red Wing, MN Micro Area",46225,46318,124,5262,4997,265,151,-265,-114,-0.005732828555976203,0.003266630611141157
797,"Rexburg, ID",Micropolitan Statistical Area,"Rexburg, ID Micro Area",50820,53536,2751,13158,2488,10670,602,-8597,-7995,-0.16916568280204644,0.011845730027548207
798,"Richmond, IN",Micropolitan Statistical Area,"Richmond, IN Micro Area",68897,65778,-3218,8043,8897,-854,542,-2892,-2350,-0.0419757028607922,0.00786681568137945
799,"Richmond-Berea, KY",Micropolitan Statistical Area,"Richmond-Berea, KY Micro Area",98193,108374,10778,11823,9681,2142,816,7746,8562,0.07888546026702514,0.008310164675689713
800,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,"Rio Grande City-Roma, TX Micro Area",61140,64266,3284,13176,4055,9121,348,-6218,-5870,-0.10170101406607786,0.005691854759568204
801,"Riverton, WY",Micropolitan Statistical Area,"Riverton, WY Micro Area",40199,39317,-806,5770,4498,1272,-3,-2097,-2100,-0.05216547675315306,-7.462872210751512e-05
802,"Roanoke Rapids, NC",Micropolitan Statistical Area,"Roanoke Rapids, NC Micro Area",76513,68567,-8168,7703,9745,-2042,248,-6391,-6143,-0.08352828931031328,0.0032412792597336397
803,"Rochelle, IL",Micropolitan Statistical Area,"Rochelle, IL Micro Area",53420,50306,-3188,5454,5165,289,179,-3687,-3508,-0.06901909397229503,0.0033508049419693
804,"Rockingham, NC",Micropolitan Statistical Area,"Rockingham, NC Micro Area",46636,44332,-2315,5644,5743,-99,25,-2233,-2208,-0.04788146496268977,0.0005360665580238441
805,"Rockport, TX",Micropolitan Statistical Area,"Rockport, TX Micro Area",23189,23814,649,2520,3557,-1037,11,1615,1626,0.06964509034455993,0.0004743628444521108
806,"Rock Springs, WY",Micropolitan Statistical Area,"Rock Springs, WY Micro Area",43580,42673,-1133,6007,2982,3025,476,-4718,-4242,-0.10826067003212483,0.010922441486920606
807,"Rolla, MO",Micropolitan Statistical Area,"Rolla, MO Micro Area",45298,44414,-711,5171,4610,561,1971,-3272,-1301,-0.07223276965870458,0.043511854828027725
808,"Roseburg, OR",Micropolitan Statistical Area,"Roseburg, OR Micro Area",107637,111364,3680,11047,14929,-3882,178,7484,7662,0.06952999433280377,0.001653706439235579
809,"Roswell, NM",Micropolitan Statistical Area,"Roswell, NM Micro Area",65721,64711,-937,9148,6798,2350,681,-3950,-3269,-0.06010255473897232,0.010361984753731684
810,"Ruidoso, NM",Micropolitan Statistical Area,"Ruidoso, NM Micro Area",20451,19939,-554,1863,2169,-306,260,-510,-250,-0.024937655860349132,0.012713314752334849
