,name,geo_type,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
0,"Callahan County, TX",County or equivalent,13511,14110,565,1407,1796,-389,48,915,963,0.06772259640293095,0.003552660794907853
1,"Jones County, TX",County or equivalent,20237,19875,-317,1692,1939,-247,64,-156,-92,-0.007708652468251223,0.003162524089538964
2,"Taylor County, TX",County or equivalent,131842,139200,7685,21063,13612,7451,3101,-2816,285,-0.021358899288542347,0.02352057766113985
3,"Portage County, OH",County or equivalent,161397,162583,1153,14587,14812,-225,4560,-3127,1433,-0.01937458564905172,0.028253313258610763
4,"Summit County, OH",County or equivalent,541659,538866,-2919,61809,59322,2487,10163,-15250,-5087,-0.028154244644693432,0.018762727103214385
5,"Dougherty County, GA",County or equivalent,94521,86477,-8087,13278,9445,3833,737,-12720,-11983,-0.13457326943218967,0.0077972090858116185
6,"Lee County, GA",County or equivalent,28417,30234,1939,3597,2201,1396,157,369,526,0.012985184924517014,0.0055248618784530384
7,"Terrell County, GA",County or equivalent,9525,8523,-984,1185,1097,88,0,-1081,-1081,-0.11349081364829396,0.0
8,"Worth County, GA",County or equivalent,21692,19972,-1695,2450,2393,57,17,-1785,-1768,-0.0822884012539185,0.0007836990595611285
9,"Linn County, OR",County or equivalent,116887,131054,14373,15074,12929,2145,214,12059,12273,0.10316801697365832,0.0018308280647120726
10,"Albany County, NY",County or equivalent,304085,303654,-545,31521,28058,3463,9285,-13138,-3853,-0.043205024910797966,0.03053422562770278
11,"Rensselaer County, NY",County or equivalent,159342,158108,-1327,16903,15612,1291,2349,-4896,-2547,-0.0307263621644011,0.014741875964905674
12,"Saratoga County, NY",County or equivalent,220123,230298,10700,22195,18828,3367,2597,4867,7464,0.02211036556834134,0.01179794932833007
13,"Schenectady County, NY",County or equivalent,154867,155358,600,18506,15884,2622,3281,-5219,-1938,-0.03369988441695132,0.021185920822383082
14,"Schoharie County, NY",County or equivalent,32684,31132,-1591,2712,2991,-279,99,-1423,-1324,-0.043538122628809205,0.003029005017745686
15,"Bernalillo County, NM",County or equivalent,663940,681666,19197,79605,56600,23005,12267,-15627,-3360,-0.023536765370364792,0.0184760671144983
16,"Sandoval County, NM",County or equivalent,132437,148904,17281,14845,10871,3974,426,12919,13345,0.09754826823319768,0.003216623753180758
17,"Torrance County, NM",County or equivalent,16399,15486,-889,1605,1577,28,400,-1345,-945,-0.0820171961704982,0.02439173120312214
18,"Valencia County, NM",County or equivalent,76805,77574,985,8647,6684,1963,491,-1471,-980,-0.019152398932361172,0.006392812967905735
19,"Grant Parish, LA",County or equivalent,22346,22254,-64,2563,2221,342,107,-498,-391,-0.022285867716817332,0.004788329007428623
20,"Rapides Parish, LA",County or equivalent,131742,128567,-3025,18231,14777,3454,718,-7139,-6421,-0.05418924868303199,0.0054500463026217905
21,"Warren County, NJ",County or equivalent,108572,105624,-3015,9855,10213,-358,1446,-4093,-2647,-0.03769848579744317,0.0133183509560476
22,"Carbon County, PA",County or equivalent,65247,64081,-1163,5937,8317,-2380,172,1099,1271,0.016843686299753247,0.002636136527349917
23,"Lehigh County, PA",County or equivalent,350008,370802,21294,43002,34811,8191,18730,-5441,13289,-0.015545358963223697,0.053513062558570086
24,"Northampton County, PA",County or equivalent,297941,305892,8188,29266,30492,-1226,6204,3502,9706,0.011754004987564652,0.02082291460389809
25,"Blair County, PA",County or equivalent,127049,121007,-6114,13050,16583,-3533,287,-2769,-2482,-0.0217947406118899,0.0022589709482168296
26,"Armstrong County, TX",County or equivalent,1902,1869,-32,200,287,-87,10,45,55,0.02365930599369085,0.005257623554153523
27,"Carson County, TX",County or equivalent,6164,5854,-332,560,677,-117,21,-240,-219,-0.03893575600259572,0.003406878650227125
28,"Oldham County, TX",County or equivalent,2050,2135,83,224,153,71,3,6,9,0.002926829268292683,0.0014634146341463415
29,"Potter County, TX",County or equivalent,121329,116004,-5033,19400,12196,7204,4965,-17285,-12320,-0.1424638792044771,0.0409217911628712
30,"Randall County, TX",County or equivalent,121221,139899,19138,16873,10694,6179,1275,11674,12949,0.09630344577259717,0.010517979557997376
31,"Boone County, IA",County or equivalent,26271,26277,-31,2952,3069,-117,-2,103,101,0.0039206729854211865,-7.612957253245023e-05
32,"Story County, IA",County or equivalent,89661,98237,8695,9301,5291,4010,7400,-2770,4630,-0.030894145726681605,0.08253309688716387
33,"Anchorage Municipality, AK",County or equivalent,293760,287095,-5157,45399,17327,28072,9573,-43029,-33456,-0.14647671568627452,0.032587826797385616
34,"Matanuska-Susitna Borough, AK",County or equivalent,89731,110213,21232,14306,6012,8294,888,11907,12795,0.13269661543948022,0.009896245444718102
35,"Washtenaw County, MI",County or equivalent,345980,366473,21056,37579,23063,14516,19183,-12452,6731,-0.03599051968321868,0.05544540146829297
36,"Calhoun County, AL",County or equivalent,118420,113469,-5064,13556,14808,-1252,540,-4306,-3766,-0.0363621009964533,0.004560040533693633
37,"Calumet County, WI",County or equivalent,49041,50209,1228,5371,3436,1935,141,-845,-704,-0.01723048061825819,0.002875145286596929
38,"Outagamie County, WI",County or equivalent,176843,188766,12152,23269,14164,9105,1817,1370,3187,0.007746984613470706,0.010274650396114068
39,"Buncombe County, NC",County or equivalent,238743,263477,25162,26080,26300,-220,1763,23376,25139,0.09791281838629824,0.007384509702902284
40,"Haywood County, NC",County or equivalent,58930,62972,3942,5799,7851,-2052,29,5973,6002,0.10135754284744612,0.0004921092821992193
41,"Henderson County, NC",County or equivalent,106894,118445,11729,10959,14100,-3141,121,14655,14776,0.13709843396261714,0.0011319625049114074
42,"Madison County, NC",County or equivalent,20798,21740,937,1994,2509,-515,104,1347,1451,0.06476584286950668,0.005000480815463025
43,"Clarke County, GA",County or equivalent,117389,127795,11125,13992,7535,6457,3671,849,4520,0.007232364190852636,0.03127209534113077
44,"Madison County, GA",County or equivalent,28221,30457,2283,3470,2997,473,138,1688,1826,0.059813613975408374,0.004889975550122249
45,"Oconee County, GA",County or equivalent,32935,41124,8284,3491,2472,1019,352,6920,7272,0.2101108243509944,0.010687718232882951
46,"Oglethorpe County, GA",County or equivalent,14891,15383,509,1608,1489,119,39,351,390,0.02357128466859177,0.0026190316298435297
47,"Barrow County, GA",County or equivalent,69670,85588,16239,10754,6010,4744,885,10532,11417,0.15116980048801493,0.01270274149562222
48,"Bartow County, GA",County or equivalent,100041,109426,9343,13234,9186,4048,341,4994,5335,0.049919532991473496,0.0034086024729860762
49,"Butts County, GA",County or equivalent,23776,25426,1741,2771,2644,127,1,1605,1606,0.06750504710632571,4.2059219380888284e-05
50,"Carroll County, GA",County or equivalent,110655,121633,11068,15307,10587,4720,1057,5309,6366,0.04797794948262618,0.009552211829560344
51,"Cherokee County, GA",County or equivalent,215226,265274,50874,28646,14992,13654,2369,34682,37051,0.16114224117903972,0.011007034466096105
52,"Clayton County, GA",County or equivalent,259899,292646,33007,43599,17114,26485,5829,557,6386,0.0021431402198546358,0.022427943162536216
53,"Cobb County, GA",County or equivalent,689542,762944,74868,94924,43006,51918,22655,581,23236,0.0008425882687348994,0.03285514152872487
54,"Coweta County, GA",County or equivalent,127939,150849,23481,16830,10234,6596,1508,15311,16819,0.1196742197453474,0.01178686717888994
55,"Dawson County, GA",County or equivalent,22325,27113,4736,2540,2112,428,68,4236,4304,0.1897424412094065,0.003045912653975364
56,"DeKalb County, GA",County or equivalent,692536,762009,69978,111976,46741,65235,45038,-40070,4968,-0.05785980800998071,0.06503344230480437
57,"Douglas County, GA",County or equivalent,132575,147988,15707,17669,9654,8015,1214,6480,7694,0.048877993588534785,0.009157080897605129
58,"Fayette County, GA",County or equivalent,106938,115821,9265,8671,8629,42,1952,7306,9258,0.06831996109895454,0.018253567487703157
59,"Forsyth County, GA",County or equivalent,176736,250847,75349,23878,11285,12593,5000,57196,62196,0.3236239362665218,0.02829078399420605
60,"Fulton County, GA",County or equivalent,925622,1077402,157009,127279,64807,62472,37221,56447,93668,0.060982776986718126,0.040211879147211284
61,"Gwinnett County, GA",County or equivalent,807979,942627,137386,118457,42232,76225,31886,29582,61468,0.03661233769689559,0.039463896957717966
62,"Haralson County, GA",County or equivalent,28763,30383,1603,3574,3630,-56,2,1665,1667,0.057886868546396415,6.95337760317074e-05
63,"Heard County, GA",County or equivalent,11838,11973,145,1318,1310,8,-14,153,139,0.012924480486568676,-0.0011826322013853694
64,"Henry County, GA",County or equivalent,205042,239139,35362,25018,14710,10308,1530,23584,25114,0.11502033729674895,0.007461885857531628
65,"Jasper County, GA",County or equivalent,13888,14483,589,1686,1410,276,21,287,308,0.02066532258064516,0.0015120967741935483
66,"Lamar County, GA",County or equivalent,18260,19261,954,2082,2139,-57,217,772,989,0.042278203723986864,0.011883899233296823
67,"Meriwether County, GA",County or equivalent,21817,21164,-812,2557,2769,-212,5,-605,-600,-0.027730668744557,0.0002291790805335289
68,"Morgan County, GA",County or equivalent,17897,19636,1769,2014,1851,163,1,1609,1610,0.08990333575459575,5.58752863608426e-05
69,"Newton County, GA",County or equivalent,100128,113295,13331,13808,8779,5029,604,7748,8352,0.07738095238095237,0.006032278683285396
70,"Paulding County, GA",County or equivalent,142826,173359,30974,19464,9277,10187,771,20028,20799,0.1402265693921275,0.005398176802542954
71,"Pickens County, GA",County or equivalent,29434,33127,3725,3109,3346,-237,51,3895,3946,0.1323299585513352,0.0017326900862947609
72,"Pike County, GA",County or equivalent,17929,19121,1242,1781,1790,-9,18,1248,1266,0.06960789781917562,0.0010039600646996486
73,"Rockdale County, GA",County or equivalent,85359,90939,5766,10091,6985,3106,437,2234,2671,0.02617181550861655,0.005119553884183272
74,"Spalding County, GA",County or equivalent,64096,67414,3307,8614,7694,920,90,2308,2398,0.036008487269096355,0.0014041437843235148
75,"Walton County, GA",County or equivalent,83997,96875,13067,10955,8323,2632,284,10170,10454,0.12107575270545375,0.0033810731335642942
76,"Atlantic County, NJ",County or equivalent,274654,262945,-11587,31062,27578,3484,7493,-22691,-15198,-0.0826166740699207,0.02728159793776897
77,"Lee County, AL",County or equivalent,140815,166831,26531,18526,10814,7712,5129,13498,18627,0.09585626531264424,0.03642367645492313
78,"Burke County, GA",County or equivalent,23343,22648,-686,3223,2503,720,-10,-1420,-1430,-0.060831941052992326,-0.0004283939510774108
79,"Columbia County, GA",County or equivalent,124951,160377,36364,17823,9280,8543,2130,25479,27609,0.20391193347792336,0.01704668229946139
80,"Lincoln County, GA",County or equivalent,7970,8031,35,764,918,-154,38,150,188,0.018820577164366373,0.004767879548306148
81,"McDuffie County, GA",County or equivalent,21803,21162,-703,2964,2521,443,-110,-1030,-1140,-0.047241205338714856,-0.00504517726918314
82,"Richmond County, GA",County or equivalent,201122,202079,1488,29913,20254,9659,3237,-11333,-8096,-0.05634888276767335,0.016094708684281183
83,"Aiken County, SC",County or equivalent,160558,172895,12767,19388,17900,1488,1670,9686,11356,0.06032710920664184,0.010401225725283077
84,"Edgefield County, SC",County or equivalent,26965,27120,154,2002,2285,-283,69,383,452,0.014203597255701838,0.002558872612646023
85,"Bastrop County, TX",County or equivalent,74381,91601,17371,10270,6876,3394,-54,13962,13908,0.1877092268186768,-0.0007259918527580968
86,"Caldwell County, TX",County or equivalent,38087,43979,5965,5333,3397,1936,236,3801,4037,0.09979783128101452,0.006196339958516029
87,"Hays County, TX",County or equivalent,158086,241365,84387,24260,10314,13946,3028,66528,69556,0.4208342294700353,0.0191541312956239
88,"Travis County, TX",County or equivalent,1030392,1300503,276189,160931,55798,105133,53658,114993,168651,0.11160121584794913,0.052075326671790934
89,"Williamson County, TX",County or equivalent,426568,617855,195084,65713,26158,39555,10897,143286,154183,0.33590424035558225,0.025545751204966147
90,"Kern County, CA",County or equivalent,841365,901362,61743,140814,60952,79862,5264,-23200,-17936,-0.027574239479892796,0.006256499854403261
91,"Anne Arundel County, MD",County or equivalent,539305,582777,45142,70690,43554,27136,8798,9536,18334,0.017682016669602545,0.01631358878556661
92,"Baltimore County, MD",County or equivalent,806654,826017,20706,100239,83462,16777,26420,-21878,4542,-0.027121913484591902,0.0327525804124197
93,"Carroll County, MD",County or equivalent,167230,169092,1937,16827,15737,1090,673,252,925,0.0015069066555043953,0.004024397536327214
94,"Harford County, MD",County or equivalent,245236,256805,11981,27495,21280,6215,2649,3281,5930,0.013378949257042196,0.01080183986037939
95,"Howard County, MD",County or equivalent,288618,328200,41090,35516,16850,18666,12286,10293,22579,0.0356630563582313,0.042568377578668
96,"Queen Anne's County, MD",County or equivalent,47809,51167,3378,4872,4265,607,448,2367,2815,0.049509506578259324,0.009370620594448743
97,"Baltimore city, MD",County or equivalent,620942,586131,-34646,86519,66596,19923,18179,-72307,-54128,-0.1164472688270402,0.029276486370707733
98,"Penobscot County, ME",County or equivalent,153864,151655,-2277,14727,16299,-1572,1236,-1851,-615,-0.012030104507877086,0.008033068164092966
99,"Barnstable County, MA",County or equivalent,215909,213164,-2719,15862,29924,-14062,3821,7747,11568,0.035880857212992515,0.0176972706093771
100,"Ascension Parish, LA",County or equivalent,107894,128665,21446,17153,7772,9381,867,11096,11963,0.10284167794316644,0.008035664633807255
101,"Assumption Parish, LA",County or equivalent,23332,21621,-1796,2605,2291,314,129,-2242,-2113,-0.0960912052117264,0.005528887364992285
102,"East Baton Rouge Parish, LA",County or equivalent,440937,439729,-802,61359,38941,22418,8704,-31790,-23086,-0.07209646729578148,0.019739781420021453
103,"East Feliciana Parish, LA",County or equivalent,20150,18882,-1372,2090,2474,-384,11,-994,-983,-0.04933002481389578,0.0005459057071960298
104,"Iberville Parish, LA",County or equivalent,33389,32070,-1334,4060,3359,701,49,-2071,-2022,-0.06202641588547126,0.0014675491928479438
105,"Livingston Parish, LA",County or equivalent,128351,143737,16049,18735,10926,7809,449,7748,8197,0.06036571588846211,0.003498219725596217
106,"Pointe Coupee Parish, LA",County or equivalent,22814,21529,-1271,2806,2613,193,47,-1506,-1459,-0.06601209783466293,0.002060138511440344
107,"St. Helena Parish, LA",County or equivalent,11206,10081,-1132,1181,1216,-35,10,-1116,-1106,-0.09958950562198822,0.0008923790826343029
108,"West Baton Rouge Parish, LA",County or equivalent,23964,26792,2994,3670,2100,1570,44,1355,1399,0.056543148055416464,0.0018360874645301285
109,"West Feliciana Parish, LA",County or equivalent,15636,15465,-155,1258,1292,-34,102,-220,-118,-0.014070094653364031,0.006523407521105142
110,"Calhoun County, MI",County or equivalent,135953,133580,-2570,16516,15414,1102,2428,-6085,-3657,-0.04475811493677962,0.017859113075842387
111,"Bay County, MI",County or equivalent,107678,102387,-5386,10569,12501,-1932,254,-3656,-3402,-0.033953082338082065,0.002358884823269377
112,"Hardin County, TX",County or equivalent,54785,58305,3670,7057,5827,1230,165,2323,2488,0.04240211736789267,0.003011773295610112
113,"Jefferson County, TX",County or equivalent,252457,250127,-2150,35953,25488,10465,5325,-18017,-12692,-0.07136660896707163,0.021092700935208767
114,"Orange County, TX",County or equivalent,82015,82878,1039,11236,9782,1454,115,-469,-354,-0.005718466134243736,0.0014021825275864171
115,"Fayette County, WV",County or equivalent,46029,42062,-3983,5029,6718,-1689,164,-2435,-2271,-0.05290143170609833,0.0035629711703491283
116,"Raleigh County, WV",County or equivalent,78921,72920,-5945,8881,10615,-1734,434,-4626,-4192,-0.058615577602919376,0.005499170056132081
117,"Whatcom County, WA",County or equivalent,201549,231016,29870,22952,16707,6245,3982,19658,23640,0.09753459456509336,0.019756982173069572
118,"Deschutes County, OR",County or equivalent,157744,201769,44041,18125,14644,3481,-95,40320,40225,0.2556040166345471,-0.0006022416066538189
119,"Carbon County, MT",County or equivalent,10063,10921,843,806,1018,-212,51,1003,1054,0.09967206598429892,0.005068071151744014
120,"Stillwater County, MT",County or equivalent,9112,9888,795,867,890,-23,91,728,819,0.07989464442493416,0.00998683055311677
121,"Yellowstone County, MT",County or equivalent,148405,162990,14996,19855,15106,4749,931,9322,10253,0.06281459519557966,0.0062733735386274045
122,"Broome County, NY",County or equivalent,200474,189420,-11250,20449,21690,-1241,4173,-14232,-10059,-0.07099174955355808,0.02081566686951924
123,"Tioga County, NY",County or equivalent,51012,47904,-3148,4826,4654,172,-13,-3330,-3343,-0.0652787579393084,-0.00025484199796126404
124,"Bibb County, AL",County or equivalent,22858,22136,-768,2613,2643,-30,118,-854,-736,-0.03736109895878904,0.005162306413509493
125,"Blount County, AL",County or equivalent,57372,57879,557,6987,6540,447,138,15,153,0.00026145157916753815,0.0024053545283413517
126,"Chilton County, AL",County or equivalent,43645,44397,772,5618,5156,462,183,156,339,0.0035742925879253063,0.004192920151220071
127,"Jefferson County, AL",County or equivalent,658230,655342,-3222,89005,73118,15887,6148,-24798,-18650,-0.03767376145116449,0.009340200233960774
128,"St. Clair County, AL",County or equivalent,83587,90739,7373,10495,9401,1094,445,5865,6310,0.07016641343749626,0.005323794369937909
129,"Shelby County, AL",County or equivalent,196036,221428,26171,24124,14809,9315,2277,14627,16904,0.07461384643636883,0.01161521353220837
130,"Burleigh County, ND",County or equivalent,81708,96212,14904,12719,7271,5448,914,8351,9265,0.10220541440250648,0.01118617516032702
131,"Morton County, ND",County or equivalent,27570,31503,4034,4562,2938,1624,367,1985,2352,0.07199854914762423,0.013311570547696772
132,"Oliver County, ND",County or equivalent,1841,1926,78,225,121,104,-1,-26,-27,-0.014122759369907659,-0.0005431830526887562
133,"Giles County, VA",County or equivalent,17317,16663,-625,1752,2327,-575,26,-66,-40,-0.003811283709649477,0.0015014147947104
134,"Montgomery County, VA",County or equivalent,94560,98391,3972,8735,6439,2296,5346,-3661,1685,-0.03871615905245347,0.056535532994923865
135,"Pulaski County, VA",County or equivalent,34830,33935,-922,3287,4603,-1316,45,378,423,0.010852713178294572,0.0012919896640826874
136,"Radford city, VA",County or equivalent,16432,18255,1860,1218,1135,83,319,1424,1743,0.0866601752677702,0.019413339824732232
137,"McLean County, IL",County or equivalent,169815,171256,1678,20671,12100,8571,6160,-13143,-6983,-0.07739598975355534,0.036274769602214166
138,"Monroe County, IN",County or equivalent,138574,148219,10262,13178,9555,3623,9519,-2849,6670,-0.020559412299565576,0.06869253972606694
139,"Owen County, IN",County or equivalent,21566,20833,-740,2306,2430,-124,32,-649,-617,-0.03009366595567096,0.001483817119540017
140,"Columbia County, PA",County or equivalent,67355,64842,-2454,5945,7201,-1256,257,-1409,-1152,-0.020919011209264347,0.003815603889837429
141,"Montour County, PA",County or equivalent,18298,18042,-214,2196,2309,-113,336,-421,-85,-0.023007979014099903,0.018362662586074985
142,"Ada County, ID",County or equivalent,393369,494399,102035,51321,29449,21872,6667,73198,79865,0.1860797368374224,0.016948463147833204
143,"Boise County, ID",County or equivalent,7005,8065,1038,447,559,-112,81,1056,1137,0.15074946466809422,0.011563169164882228
144,"Canyon County, ID",County or equivalent,189365,237053,48123,31604,14882,16722,265,31060,31325,0.1640218625405962,0.0013994138304332902
145,"Gem County, ID",County or equivalent,16686,18703,1984,2016,2087,-71,130,1927,2057,0.1154860361980103,0.007790962483519119
146,"Owyhee County, ID",County or equivalent,11474,12133,607,1437,985,452,35,120,155,0.010458427749694962,0.003050374760327697
147,"Norfolk County, MA",County or equivalent,673059,709409,38458,73746,59432,14314,33181,-8567,24614,-0.012728453226240196,0.04929879847086214
148,"Plymouth County, MA",County or equivalent,495937,523738,28805,52496,46601,5895,15072,8275,23347,0.016685587080617098,0.030390956915898593
149,"Suffolk County, MA",County or equivalent,725786,801582,79410,95611,49524,46087,95136,-61469,33667,-0.08469300868300023,0.13107996020865656
150,"Essex County, MA",County or equivalent,745469,791263,48181,86525,68356,18169,44497,-13921,30576,-0.018674150098796864,0.059689940158477416
151,"Middlesex County, MA",County or equivalent,1507694,1609379,106272,176352,117275,59077,115276,-66984,48292,-0.04442811339701557,0.07645848560782227
152,"Rockingham County, NH",County or equivalent,295300,311307,16100,26952,24543,2409,3196,10748,13944,0.03639688452421266,0.01082289197426346
153,"Strafford County, NH",County or equivalent,123203,131533,8387,12430,10862,1568,3520,3305,6825,0.026825645479412026,0.02857073285553112
154,"Boulder County, CO",County or equivalent,295056,327171,32611,28618,18203,10415,8800,13329,22129,0.04517447535383114,0.029824846808741395
155,"Allen County, KY",County or equivalent,20023,21303,1360,2544,2338,206,15,1152,1167,0.05753383608849823,0.000749138490735654
156,"Butler County, KY",County or equivalent,12742,12703,-3,1581,1570,11,81,-87,-6,-0.006827813530058076,0.006356929838329932
157,"Edmonson County, KY",County or equivalent,12239,12235,48,1136,1441,-305,21,337,358,0.0275349293242912,0.0017158264564098376
158,"Warren County, KY",County or equivalent,114348,134510,20728,16593,10073,6520,5205,8964,14169,0.07839227620946584,0.0455189421765138
159,"Kitsap County, WA",County or equivalent,251696,272787,21644,30811,22396,8415,2663,10476,13139,0.04162163880236476,0.0105802237619986
160,"Fairfield County, CT",County or equivalent,919371,942426,25516,102311,68987,33324,49354,-57114,-7760,-0.062122907944670874,0.0536823545663285
161,"Cameron County, TX",County or equivalent,407608,424180,17966,71420,26882,44538,3277,-30003,-26726,-0.07360748562344213,0.008039587054228572
162,"Brantley County, GA",County or equivalent,18462,19202,793,2202,1982,220,-13,584,571,0.03163254251977034,-0.0007041490629400933
163,"Glynn County, GA",County or equivalent,79750,85568,5938,9862,8819,1043,854,4060,4914,0.05090909090909091,0.01070846394984326
164,"McIntosh County, GA",County or equivalent,14312,14387,55,1193,1301,-108,15,135,150,0.009432643935159309,0.0010480715483510339
165,"Erie County, NY",County or equivalent,919160,917241,-1888,101743,100550,1193,24322,-26866,-2544,-0.029228861134078937,0.02646111667174376
166,"Niagara County, NY",County or equivalent,216474,208396,-8083,21941,24510,-2569,1467,-6872,-5405,-0.03174515184271552,0.006776795365725214
167,"Alamance County, NC",County or equivalent,151437,171346,20186,18788,16815,1973,751,17497,18248,0.11553979542648098,0.004959157933662183
168,"Chittenden County, VT",County or equivalent,156774,164306,7771,15547,11246,4301,6109,-2517,3592,-0.016054958092540855,0.03896692053529284
169,"Franklin County, VT",County or equivalent,47821,49685,1926,5854,4223,1631,363,-29,334,-0.0006064281382656155,0.007590807385876498
170,"Grand Isle County, VT",County or equivalent,6948,7169,199,613,608,5,9,191,200,0.02748992515831894,0.0012953367875647669
171,"St. Mary's County, MD",County or equivalent,105772,114687,9541,14370,8156,6214,1563,1790,3353,0.016923193283666756,0.014777067654955943
172,"Carroll County, OH",County or equivalent,28859,26897,-1950,2836,3266,-430,8,-1529,-1521,-0.05298173879898818,0.00027720988253231225
173,"Stark County, OH",County or equivalent,375348,369772,-5789,42308,43181,-873,1415,-6000,-4585,-0.015985165766168995,0.003769834926521522
174,"Lee County, FL",County or equivalent,620481,790767,172006,67541,70855,-3314,29568,144482,174050,0.2328548335887803,0.04765335280210031
175,"Alexander County, IL",County or equivalent,8205,5497,-2741,852,984,-132,2,-2647,-2645,-0.3226081657525899,0.0002437538086532602
176,"Bollinger County, MO",County or equivalent,12349,12111,-254,1380,1397,-17,4,-238,-234,-0.01927281561260021,0.00032391286743865903
177,"Cape Girardeau County, MO",County or equivalent,75905,79512,3836,9295,7938,1357,1418,1109,2527,0.014610368223437191,0.01868124629471049
178,"Jackson County, IL",County or equivalent,60371,56675,-3529,6818,4890,1928,2185,-7778,-5593,-0.1288366931142436,0.036192874062049664
179,"Johnson County, IL",County or equivalent,12598,12358,-213,1108,1321,-213,2,-3,-1,-0.00023813303698999838,0.00015875535799333228
180,"Williamson County, IL",County or equivalent,66440,66415,42,7869,7851,18,465,-402,63,-0.00605057194461168,0.006998795906080674
181,"Carson City, NV",County or equivalent,54983,56034,765,6019,7322,-1303,-148,2192,2044,0.039866867940999945,-0.0026917410836076604
182,"Natrona County, WY",County or equivalent,75477,80815,5367,10903,7370,3533,436,1267,1703,0.016786570743405275,0.005776594194257853
183,"Benton County, IA",County or equivalent,26049,25414,-657,2961,2442,519,63,-1245,-1182,-0.04779454105723828,0.0024185189450650697
184,"Jones County, IA",County or equivalent,20687,20617,-17,2114,2079,35,146,-191,-45,-0.009232851549282158,0.0070575723884565185
185,"Linn County, IA",County or equivalent,211713,227854,16612,28253,17783,10470,3861,2474,6335,0.01168563101935167,0.018236952855989003
186,"Franklin County, PA",County or equivalent,149925,155637,6012,18702,15687,3015,2195,966,3161,0.0064432216108054035,0.014640653660163415
187,"Champaign County, IL",County or equivalent,201558,209192,8105,24032,13406,10626,18263,-20912,-2649,-0.10375177368300936,0.0906091546850038
188,"Piatt County, IL",County or equivalent,16710,16355,-372,1800,1765,35,9,-414,-405,-0.024775583482944345,0.0005385996409335727
