,NAME,pop_total_10,pop_total_20,pop_growth_1020,pct_pop_white_nh_10,pct_pop_white_nh_20,pct_pop_black_nh_10,pct_pop_black_nh_20,pct_pop_americanindian_nh_10,pct_pop_americanindian_nh_20,pct_pop_asian_nh_10,pct_pop_asian_nh_20,pct_pop_hawaiianpacificislander_nh_10,pct_pop_hawaiianpacificislander_nh_20,pct_pop_otherrace_nh_10,pct_pop_otherrace_nh_20,pct_pop_multiracial_nh_10,pct_pop_multiracial_nh_20,pct_pop_hispanic_10,pct_pop_hispanic_20
13,"Clay County, Alabama",13932.0,14236.0,0.021820269882285387,0.80289979902383,0.791022759202023,0.14699971289118577,0.1364147232368643,0.003947746195808211,0.003161000280977803,0.0016508756818834338,0.0032312447316661984,0.0,0.0002809778027535825,0.0003588860178007465,0.001826355717898286,0.015503875968992248,0.03252318066872717,0.02863910422049957,0.031539758359089634
14,"Cleburne County, Alabama",14972.0,15056.0,0.0056104728827144,0.9321399946566925,0.9125929861849097,0.03299492385786802,0.03035334750265675,0.0033395671920919048,0.002789585547290117,0.0015362009083622762,0.0013947927736450586,6.67913438418381e-05,0.00013283740701381508,0.0002671653753673524,0.0010626992561105207,0.00915041410633182,0.032810839532412324,0.020504942559444295,0.018862911795961744
15,"Coffee County, Alabama",49948.0,53465.0,0.07041322975894931,0.723432369664451,0.668830075750491,0.16531192440137743,0.1616571588889928,0.012052534636021463,0.0075750490975404474,0.012593096820693522,0.01668381183952118,0.0010210619043805559,0.0010661180211353222,0.0010410827260350765,0.003647245861778734,0.020881716985665093,0.04913494809688582,0.06366621286137583,0.09140559244365473
16,"Colbert County, Alabama",54428.0,57227.0,0.051425736753141764,0.796171088410377,0.7556048718262358,0.15988094363195415,0.16114770999702938,0.004813698831483795,0.0038967620179286002,0.004115528771955611,0.007548884267915494,0.0002572205482472257,0.00015726842224823948,0.0006430513706180642,0.002359026333723592,0.014036892775777174,0.03902004298670208,0.020081575659586976,0.030265434148216752
17,"Conecuh County, Alabama",13228.0,11597.0,-0.12329906259449652,0.5113395827033566,0.5031473656980253,0.46280616873299063,0.43942398896266277,0.003326277592984578,0.0061222730016383545,0.0012851527063804052,0.0028455635078037424,0.0,0.0,0.00045358330813426064,0.0013796671552987843,0.008618082854550952,0.025006467189790462,0.012171152101602661,0.022074674484780548
18,"Coosa County, Alabama",11539.0,10387.0,-0.09983534101741919,0.6589825808128954,0.6553384037739483,0.308172285293353,0.2888225666698758,0.0034665048964381663,0.002406854722248965,0.0012132767137533582,0.0007701935111196688,0.0,0.0,0.0006066383568766791,0.004524886877828055,0.0076263107721639654,0.028785982478097622,0.019932403154519454,0.01935111196688168
19,"Covington County, Alabama",37765.0,37570.0,-0.0051635111876075735,0.8407520190652721,0.8159968059622039,0.12405666622534092,0.12145328719723184,0.005189990732159407,0.0037263774287995743,0.003918972593671389,0.006388075592227841,2.6479544551833708e-05,0.0,0.00034423407917383823,0.0018898056960340698,0.01292201774129485,0.03313814213468193,0.012789620018535681,0.01740750598882087
20,"Crenshaw County, Alabama",13906.0,13194.0,-0.05120092046598591,0.7205522795915432,0.7073669849931787,0.23306486408744426,0.2338184023040776,0.00402703868833597,0.0036380172805820826,0.0135912555731339,0.006290738214339851,7.191140514885661e-05,0.00015158405335758679,0.00014382281029771322,0.0020463847203274215,0.013878901193729325,0.03251477944520236,0.014669926650366748,0.014173108988934363
21,"Cullman County, Alabama",80406.0,87866.0,0.09277914583488794,0.9273934780986494,0.8911069127990349,0.01021068079496555,0.010402203355108915,0.004937442479416959,0.0032663373773700864,0.004216103275874935,0.005940864498213188,0.00022386389075442132,0.0007283818541870575,0.000509912195607293,0.0017185259372225889,0.009551526005521976,0.03965128718730795,0.042956993259209514,0.04718548699155532
22,"Dale County, Alabama",50251.0,49326.0,-0.01840759387872878,0.710533123718931,0.6609496006163078,0.18996636882848103,0.20476016705185907,0.0067063342023044314,0.004399302599034992,0.010487353485502776,0.013137087945505412,0.0008358042626017393,0.0008514779223938694,0.0013134066983741617,0.0033248185541093944,0.024019422499054744,0.04660827960913109,0.056138186304750155,0.06596926570165836
23,"Dallas County, Alabama",43820.0,38462.0,-0.12227293473299863,0.28927430397078957,0.2694347667827986,0.6917845732542218,0.6971036347563829,0.0017800091282519398,0.0014559825282096615,0.0032861706983112735,0.0037699547605428733,0.00013692377909630305,0.0003119962560449275,0.00034230944774075767,0.0009879881441422704,0.006344135098128708,0.019239769122770527,0.007051574623459607,0.007695907649108211
24,"DeKalb County, Alabama",71109.0,71608.0,0.007017395828938671,0.8156070258335795,0.7614931292593007,0.014470742100156099,0.014230253602949392,0.012164423631326556,0.00998491788626969,0.0023344443038152696,0.0033096860685956878,0.0004922021122502075,0.00022343872193051055,0.0005765796172073858,0.0012009831303764942,0.01808491189582191,0.04555356943358284,0.13626967050584315,0.16400402189699476
25,"Elmore County, Alabama",79303.0,87977.0,0.10937795543674261,0.7496437713579562,0.710867613126158,0.19941238036392067,0.20603112177046273,0.00339205326406315,0.003068983938984053,0.006481469805682005,0.007604260204371597,0.0006304931717589498,0.00031826500107982766,0.0009331298942032457,0.0031258169748911648,0.012660302888919712,0.03723700512633984,0.026846399253496085,0.03174693385771281
26,"Escambia County, Alabama",38319.0,36757.0,-0.04076306792974765,0.6134815626712596,0.5986342737437766,0.3173882408204807,0.29714068068667193,0.03324721417573528,0.040482085045025436,0.0022443174404342494,0.0029382158500421687,0.00031316057308384876,0.0005985254509345159,0.0005219342884730812,0.0013330794134450582,0.014066129074349539,0.038441657371385045,0.018737440956183616,0.020431482438719156
27,"Etowah County, Alabama",104430.0,103436.0,-0.009518337642439912,0.7927702767404002,0.7514888433427434,0.15049315330843627,0.14500754089485285,0.0035621947716173515,0.0032097142194207045,0.00629129560471129,0.00890405661471828,0.0002872737719046251,0.0003770447426427936,0.0008330939385234128,0.002513631617618624,0.012754955472565355,0.04117521945937585,0.03300775639184143,0.047323949108627555
28,"Fayette County, Alabama",17241.0,16321.0,-0.05336117394582681,0.8602749260483731,0.8303412781079591,0.11356649846296618,0.10538569940567367,0.002726059973319413,0.0026346424851418416,0.002146047213038687,0.0030022670179523313,0.0,6.127075546841493e-05,0.0006380140363087987,0.0017768519085840327,0.008816193956267038,0.032534771153728326,0.011832260309726814,0.02426321916549231
29,"Franklin County, Alabama",31704.0,32113.0,0.012900580368407771,0.7963979308604593,0.7343132064895836,0.03819707292455211,0.035468501852832186,0.0038165531163260155,0.00398592470339115,0.0016086298258894778,0.002086382461931305,6.308352258390108e-05,6.228007349048672e-05,0.0010093363613424174,0.0023977828293837385,0.010345697703759779,0.026780431600909288,0.14856169568508706,0.19490548998847818
30,"Geneva County, Alabama",26790.0,26659.0,-0.004889884285181037,0.8470324748040313,0.8122585243257436,0.09417693169092946,0.08368655988596721,0.007353490108249347,0.006226790202183127,0.002388951101157148,0.003225927454143066,0.0002986188876446435,0.00026257549045350536,0.0005599104143337066,0.002700776473236055,0.013848450914520343,0.04302486965002438,0.03434117207913401,0.048613976518248996
31,"Greene County, Alabama",9045.0,7730.0,-0.14538419016030957,0.1726920950801548,0.16623544631306597,0.8124930901050305,0.8055627425614489,0.0012161415146489773,0.000646830530401035,0.001658374792703151,0.0009055627425614489,0.0,0.0,0.0,0.0014230271668822768,0.004311774461028192,0.017335058214747737,0.0076285240464344945,0.007891332470892626
32,"Hale County, Alabama",15760.0,14785.0,-0.061865482233502536,0.3942258883248731,0.403922894825837,0.5878807106598984,0.5622590463307406,0.0014593908629441624,0.0022996280013527224,0.002220812182741117,0.0012174501183632059,6.34517766497462e-05,0.00033818058843422386,0.00044416243654822336,0.0015556307067974297,0.004822335025380711,0.018329387893134933,0.008883248730964468,0.010077781535339872
33,"Henry County, Alabama",17302.0,17146.0,-0.009016298693792625,0.6780141024159057,0.6906567129359618,0.2840712056409664,0.24682141607371982,0.0031210264709282164,0.0029161320424588824,0.00260085539244018,0.004257552781989969,0.00011559357299734135,0.0,0.00028898393249335335,0.002857809401609705,0.009305282626285978,0.03301061472063455,0.022482949947982892,0.019479762043625334
34,"Houston County, Alabama",101547.0,107202.0,0.05568849892168159,0.6866869528395718,0.6366578981735416,0.2564132864584872,0.2633532956474693,0.0038701291027799936,0.0029943471203895448,0.007937211340561513,0.011753512061342139,0.00042344924025328174,0.0005503628663644335,0.0009453750480073267,0.003302177198186601,0.014229864003860282,0.03958881364153654,0.029493731966478576,0.04179959329116994
35,"Jackson County, Alabama",53227.0,52579.0,-0.01217427245570857,0.9006143498600334,0.8581943361418056,0.033272587220771414,0.030886855969113145,0.012775471095496647,0.01293291998706708,0.0030999304864072746,0.004070065995929934,0.0005448362673079452,3.8037999961962e-05,0.0004508989798410581,0.002073070997926929,0.024085520506509854,0.05983377394016623,0.025156405583632368,0.031970938968029064
36,"Jefferson County, Alabama",658466.0,674721.0,0.024686164509632996,0.5166751206592292,0.4805719697474956,0.4184134032736694,0.4151523370400506,0.0021732329383749504,0.0017888875550042165,0.013797219598278423,0.01933095309024026,0.00023387691999283183,0.00046093125899445846,0.0008064197695856734,0.0029137969620035543,0.009192577900757214,0.02812125308090307,0.03870814894011232,0.05165987126530818
37,"Lamar County, Alabama",14564.0,13972.0,-0.04064817357868718,0.8611645152430651,0.8534211279702262,0.11226311452897555,0.10170340681362726,0.0016478989288656962,0.002004008016032064,0.00027464982147761604,0.00042943028914972805,6.866245536940401e-05,0.00021471514457486402,0.00027464982147761604,0.0015745777268823362,0.011947267234276297,0.025765817348983682,0.012359241966492723,0.014886916690523905
38,"Lauderdale County, Alabama",92709.0,93564.0,0.009222405591690127,0.8545880119513747,0.8175259715275106,0.0991273770615582,0.09794365354196058,0.003484019890194048,0.0031529220640417253,0.007280846519755363,0.007994527809841391,0.0002480881036361087,0.00033132401350946945,0.00043145757154105857,0.0021803257663203794,0.012382832303228382,0.037974007096746615,0.0224573665987121,0.03289726818006926
39,"Lawrence County, Alabama",34339.0,33073.0,-0.036867701447333937,0.7693875768077113,0.7472560699059656,0.1140685517924226,0.09983974843527953,0.05614607297824631,0.04354004777310797,0.0011939776930021259,0.002539836120097965,0.00014560703573196656,0.00021165301000816375,0.0007280351786598328,0.002086293955794757,0.041614490812196044,0.07746500166298793,0.01671568770202976,0.02706134913675808
40,"Lee County, Alabama",140247.0,174241.0,0.24238664641667915,0.6980541473257895,0.6301329767391142,0.22584440308883613,0.2252741891977204,0.0028307200867041717,0.0020947997314065,0.02577595242678988,0.049035531246951064,0.000470598301567948,0.0006198311534024713,0.0011693654766233858,0.0026514999339994605,0.013262315771460352,0.03776378693878019,0.03259249752222864,0.052427385058625695
41,"Limestone County, Alabama",82782.0,103570.0,0.25111739266990407,0.7865478002464303,0.7308293907502172,0.12502717982170036,0.12722796176498985,0.005882921408035563,0.004422129960413247,0.011004807808460776,0.017929902481413535,0.0003140779396487159,0.0006758713913295356,0.0010026334227247469,0.0030800424833445977,0.014761663163489647,0.04585304624891378,0.055458916189509794,0.0699816549193782
42,"Lowndes County, Alabama",11299.0,10311.0,-0.08744136649260996,0.25143818036994425,0.2722335369993211,0.7330737233383485,0.6933372126854815,0.0022125851845296043,0.0008728542333430317,0.0012390477033365785,0.0014547570555717194,0.0,0.0,0.00035401362952473673,0.0004849190185239065,0.003982653332153288,0.01803898748908932,0.007699796442163023,0.013577732518669382
43,"Macon County, Alabama",21452.0,19532.0,-0.08950214432220772,0.15229349244825657,0.1631681343436412,0.8218814096587731,0.7881937333606389,0.0013052396046988625,0.0024575056317837395,0.0035427932127540555,0.003788654515666598,9.323140033563304e-05,0.00020479213598197828,0.0005593884020137983,0.0023039115297972556,0.009509602834234571,0.021400778210116732,0.010814842438933433,0.01848249027237354
44,"Madison County, Alabama",334811.0,388153.0,0.15931973561203186,0.6614030004987889,0.6118643936798118,0.23749817060968725,0.2346471623303182,0.006974083886132774,0.005492679433110139,0.024392866423146194,0.02622419509832463,0.0009587498618623641,0.0011593366533300014,0.0014067638160036558,0.004384868853261472,0.02135831857376251,0.05198465553531726,0.04600804633061638,0.06424270841652648
45,"Marengo County, Alabama",21027.0,19323.0,-0.08103866457411898,0.4568887620678176,0.43342131139057083,0.5154325391163742,0.5244009729338095,0.0014742949541066248,0.0003105107902499612,0.0025205687925048746,0.0027945971122496508,0.00042802111570837496,5.175179837499353e-05,4.7557901745375e-05,0.0021218237333747348,0.006467874637370999,0.01785437043937277,0.016740381414371997,0.01904466180199762
46,"Marion County, Alabama",30776.0,29341.0,-0.04662724200675851,0.9263387054847934,0.8893016597934631,0.03827657915258643,0.03728570941685696,0.0030543280478294776,0.002794724106199516,0.0017221211333506628,0.0025561500971337035,0.00022744996100857812,0.00047714801813162467,0.0007798284377436964,0.0014655260556899901,0.009065505588770471,0.03670631539483998,0.020535482193917338,0.02941276711768515
47,"Marshall County, Alabama",93019.0,97612.0,0.049377008998161664,0.8391833926402132,0.7649264434700651,0.014932433158817015,0.023490964225709954,0.006127780345950827,0.004282260377822399,0.0051064836216256895,0.005931647748227677,0.0006772809856050914,0.001311314182682457,0.0006772809856050914,0.0020386837683891326,0.012481321020436685,0.03760808097365078,0.12081402724174631,0.16041060525345244
48,"Mobile County, Alabama",412992.0,414809.0,0.004399600960793429,0.5905780257244693,0.546523821807145,0.34449093444909346,0.3506071469037557,0.008574015961568263,0.009023430060582099,0.01817710754687742,0.020527519894698525,0.00038015264218193087,0.0005207215851150771,0.001036339686967302,0.003138793999165881,0.012704846582984658,0.03729427278578816,0.02405857740585774,0.03236429296374958
49,"Monroe County, Alabama",23068.0,19772.0,-0.14288191434021155,0.5471215536674181,0.5226583046732753,0.4153372637419802,0.4174084564029941,0.011097624414773712,0.014212016993728505,0.0029044563898040577,0.004450738417964798,0.00017340038148083925,0.0,0.0003468007629616785,0.002225369208982399,0.013481879660135252,0.028575763706251263,0.009537020981446159,0.01046935059680356
50,"Montgomery County, Alabama",229363.0,228954.0,-0.0017831995570340466,0.3841029285455806,0.3203875014194991,0.5446737267998761,0.5669304751172725,0.002267148581070181,0.0015898390069620971,0.02089264615478521,0.03473186753671043,0.00036623169386518315,0.0005197550599683779,0.0008153015089617767,0.0031534718764467972,0.01063379882544264,0.026022694515055424,0.036248217890418245,0.04666439546808529
51,"Morgan County, Alabama",119490.0,123421.0,0.03289815047284292,0.7748347142020253,0.7149350596737994,0.11765838145451502,0.12402265416744314,0.0077663402795212985,0.005112582137561679,0.005565319273579379,0.006716847214007341,0.000577454180266131,0.0006400855608040771,0.0006695120930621809,0.0030464831754725696,0.016302619466064105,0.04524351609531603,0.0766256590509666,0.10028277197559572
52,"Perry County, Alabama",10591.0,8511.0,-0.1963931640071759,0.2966669813993013,0.2755257901539185,0.6839769615711453,0.6948654682176008,0.0016051364365971107,0.0017624250969333803,0.00283259371164196,0.0011749500646222536,0.0004720989519403267,0.00011749500646222535,0.00037767916155226133,0.0,0.003304692663582287,0.016096815885324873,0.01076385610423945,0.010457055575138057
53,"Pickens County, Alabama",19746.0,19123.0,-0.031550693811404844,0.5584422161450421,0.526381843852952,0.4137040413248253,0.3894786382889714,0.0014180087106249366,0.0012027401558332897,0.0016205813835713562,0.004078857919782461,5.064316823660488e-05,0.0,0.0009115770282588879,0.0006275166030434555,0.00800162058138357,0.02316582126235423,0.015851311658057327,0.055064581917063225
54,"Pike County, Alabama",32899.0,33009.0,0.0033435666737590807,0.5740903978844342,0.5463964373352722,0.3644487674397398,0.36559726135296433,0.005623271224049363,0.005119815807809991,0.01960545913249643,0.01748008118997849,0.00018237636402322258,0.0002726529128419522,0.0004255448493875194,0.0035444878669453786,0.013435058816377398,0.034172498409524674,0.02218912428949208,0.02741676512466297
55,"Randolph County, Alabama",22913.0,21967.0,-0.04128660585693711,0.7541570287609654,0.7569991350662357,0.20093396761663684,0.17362407247234488,0.0036660411120324706,0.0022761414849547046,0.002356740714878017,0.003914963354122092,0.00021821673285907564,4.552282969909409e-05,0.000349146772574521,0.002321664314653799,0.009994326364945664,0.03327718851003778,0.028324531925108018,0.02754131196795193
56,"Russell County, Alabama",52947.0,59183.0,0.11777815551400457,0.5211060116720494,0.4507882331074802,0.41411222543298015,0.4381325718534039,0.0035696073431922487,0.0030414139195377053,0.004211758928740061,0.006893871550952131,0.002115322870039851,0.002162783231671257,0.001038774623680284,0.003953838095399016,0.017092564262375584,0.041042191169761585,0.03675373486694242,0.05398509707179427
57,"St. Clair County, Alabama",83593.0,91103.0,0.08984005837809386,0.8726448386826648,0.8228269102005422,0.08491141602765782,0.09458524966246995,0.003014606486189035,0.002733170148074158,0.0061249147655904205,0.007189664445737242,0.0004904716902132954,0.00021953173880113718,0.0007656143456988026,0.002568521343973305,0.01152010335793667,0.04161224108975555,0.020528034644049144,0.02826471137064641
58,"Shelby County, Alabama",195085.0,223024.0,0.14321449624522645,0.8015531691314043,0.7295717052873233,0.10562575287695107,0.1287350240332879,0.0023476945946638646,0.0021432670923308703,0.018960965732885665,0.022930267594518976,0.0003178101853038419,0.0004080278355692661,0.0012814926826767818,0.003578090250376641,0.010621011354025168,0.038829901714613674,0.05929210344208934,0.07380371619197934
59,"Sumter County, Alabama",13763.0,12345.0,-0.10302986267528882,0.24006393954806365,0.237910085054678,0.7471481508392066,0.7253948967193196,0.0007992443507956114,0.0021061158363710002,0.0023977330523868344,0.008262454434993925,7.265857734505559e-05,0.00024301336573511544,0.0,0.0007290400972053463,0.003269635980527501,0.014742810854597003,0.006248637651674781,0.01061158363710004
60,"Talladega County, Alabama",82291.0,82149.0,-0.0017255835996646048,0.6450158583563209,0.6175607737160526,0.3153807828316584,0.3206368915020268,0.0027949593515694303,0.0022398324994826473,0.0039980070724623595,0.004808336072258944,7.291198308441992e-05,0.00032867107329364936,0.0007291198308441993,0.002507638559203399,0.011702373285049398,0.030262084748444898,0.020305987289010948,0.021655771829237117
61,"Tallapoosa County, Alabama",41616.0,41311.0,-0.007328911956939638,0.6929546328335255,0.6838856478903924,0.26552287581699346,0.2509259035123817,0.0028594771241830064,0.0020333567330735156,0.004733756247597078,0.0053738713659800055,4.805843906189927e-05,0.0,0.000528642829680892,0.0022028031274963084,0.008314109957708574,0.027886035196436783,0.02503844675124952,0.027692382174239305
