"GEO_ID","NAME","P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","P002001","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048"
"id","Geographic Area Name","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Asian","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; Black or African American; Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!White; Asian; Native Hawaiian and Other Pacific Islander, Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of five races","Total!!Not Hispanic or Latino!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of five races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of five races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of five races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of six races","Total!!Not Hispanic or Latino!!Two or More Races!!Population of six races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of four races","Total","Total!!Hispanic or Latino","Total!!Not Hispanic or Latino","Total!!Not Hispanic or Latino!!Population of one race","Total!!Not Hispanic or Latino!!Population of one race!!White alone","Total!!Not Hispanic or Latino!!Population of one race!!Black or African American alone","Total!!Not Hispanic or Latino!!Population of one race!!American Indian and Alaska Native alone","Total!!Not Hispanic or Latino!!Population of one race!!Asian alone","Total!!Not Hispanic or Latino!!Population of one race!!Native Hawaiian and Other Pacific Islander alone","Total!!Not Hispanic or Latino!!Population of one race!!Some Other Race alone","Total!!Not Hispanic or Latino!!Two or More Races","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!White; Black or African American","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!White; American Indian and Alaska Native","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!White; Asian","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!White; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!White; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!Black or African American; American Indian and Alaska Native","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!Black or African American; Asian","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!Black or African American; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!Black or African American; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Asian","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of two races!!Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; Black or African American; American Indian and Alaska Native","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; Black or African American; Asian","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; Black or African American; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; Black or African American; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Asian","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!White; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Asian","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!Black or African American; Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Asian; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Not Hispanic or Latino!!Two or More Races!!Population of three races!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"
"0500000US01001","Autauga County, Alabama","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","54571","1310","53261","52500","42154","9595","217","467","22","45","761","719","210","249","174","11","5","32","18","6","2","0","0","1","5","6","0","36","21","4","1","0","3","0","1","4","1","0","0","0","0","1","0","0","0","0","0","0"
"0500000US01003","Baldwin County, Alabama","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","182265","7992","174273","171976","152200","16966","1146","1340","79","245","2297","2205","636","997","317","31","80","62","31","6","11","6","0","4","9","9","6","87","41","11","2","2","17","1","4","5","2","0","1","0","1","0","0","0","0","0","0","0"
"0500000US01005","Barbour County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","27457","1387","26070","25861","12837","12820","60","107","24","13","209","206","75","48","7","1","7","51","2","4","2","0","1","2","1","5","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01007","Bibb County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22915","406","22509","22328","17191","5024","64","22","7","20","181","175","49","76","16","3","3","9","10","4","4","0","0","1","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"0500000US01009","Blount County, Alabama","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","57322","4626","52696","52129","50952","724","285","115","18","35","567","547","110","321","71","7","16","8","2","0","0","3","0","0","4","5","0","19","15","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01011","Bullock County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10914","777","10137","10078","2392","7637","20","20","4","5","59","56","11","28","3","0","1","4","5","2","2","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01013","Butler County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20947","191","20756","20614","11324","9047","59","174","7","3","142","139","58","40","17","1","4","10","2","3","3","0","0","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"0500000US01015","Calhoun County, Alabama","4","0","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","8","118572","3893","114679","112975","87285","24177","480","830","94","109","1704","1602","644","503","205","44","22","66","44","19","22","3","2","2","17","9","0","93","40","10","2","3","8","3","0","17","4","2","1","0","1","0","1","0","1","0","0","0"
"0500000US01017","Chambers County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34215","536","33679","33352","19893","13206","57","166","7","23","327","317","161","97","25","1","5","9","10","0","8","0","0","0","0","1","0","10","4","1","0","1","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"0500000US01019","Cherokee County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25989","320","25669","25322","23929","1206","122","49","1","15","347","337","91","202","17","12","5","9","0","0","0","0","0","0","0","1","0","10","6","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01021","Chilton County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43643","3420","40223","39870","35395","4171","134","125","11","34","353","345","146","131","39","2","3","10","5","5","2","0","0","1","1","0","0","8","4","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US01023","Choctaw County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13859","73","13786","13730","7700","5990","18","12","0","10","56","50","22","7","7","0","0","10","3","0","1","0","0","0","0","0","0","6","2","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01025","Clarke County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25833","271","25562","25406","13943","11280","96","74","4","9","156","144","53","44","11","1","4","18","4","3","5","0","0","0","0","1","0","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01027","Clay County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13932","399","13533","13317","11186","2048","55","23","0","5","216","208","86","97","6","2","3","10","0","2","1","1","0","0","0","0","0","8","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01029","Cleburne County, Alabama","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","14972","307","14665","14528","13956","494","50","23","1","4","137","135","59","56","15","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01031","Coffee County, Alabama","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","49948","3180","46768","45725","36134","8257","602","629","51","52","1043","967","266","384","202","17","16","24","29","3","6","8","1","1","8","2","0","74","39","7","3","1","4","1","1","14","0","0","1","0","0","0","3","0","0","0","0","0"
"0500000US01033","Colbert County, Alabama","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","54428","1093","53335","52571","43334","8702","262","224","14","35","764","747","313","326","51","5","15","18","16","0","1","0","0","1","0","1","0","16","7","2","0","1","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01035","Conecuh County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13228","161","13067","12953","6764","6122","44","17","0","6","114","110","34","43","8","0","4","8","9","1","3","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01037","Coosa County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11539","230","11309","11221","7604","3556","40","14","0","7","88","86","24","39","6","1","2","12","0","1","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01039","Covington County, Alabama","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","37765","483","37282","36794","31751","4685","196","148","1","13","488","475","199","215","36","1","6","11","0","0","1","2","1","2","0","1","0","12","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01041","Crenshaw County, Alabama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","13906","204","13702","13509","10020","3241","56","189","1","2","193","188","84","80","7","0","0","8","4","0","1","1","0","2","0","1","0","4","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0500000US01043","Cullman County, Alabama","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","80406","3454","76952","76184","74568","821","397","339","18","41","768","747","150","484","68","18","14","2","1","1","4","3","0","1","1","0","0","19","6","2","0","0","3","1","3","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01045","Dale County, Alabama","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","50251","2821","47430","46223","35705","9546","337","527","42","66","1207","1112","430","327","214","15","11","60","20","9","7","2","0","0","16","1","0","92","45","15","4","1","8","5","0","13","0","0","0","1","0","0","0","0","0","0","0","0"
"0500000US01047","Dallas County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43820","309","43511","43233","12676","30314","78","144","6","15","278","254","129","33","7","2","0","31","17","17","17","1","0","0","0","0","0","24","15","2","3","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"0500000US01049","DeKalb County, Alabama","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","71109","9690","61419","60133","57997","1029","865","166","35","41","1286","1241","183","936","67","15","18","1","2","0","3","4","4","2","5","1","0","44","13","7","0","2","8","1","6","4","1","0","0","0","0","0","0","0","2","0","0","0"
"0500000US01051","Elmore County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","79303","2129","77174","76170","59449","15814","269","514","50","74","1004","956","331","311","195","17","23","40","14","6","6","0","0","0","6","6","1","47","28","8","2","0","1","0","0","4","0","0","2","1","1","0","0","0","0","0","0","0"
"0500000US01053","Escambia County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38319","718","37601","37062","23508","12162","1274","86","12","20","539","523","156","258","30","6","6","40","10","1","7","4","2","1","0","2","0","16","7","1","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01055","Etowah County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104430","3447","100983","99651","82789","15716","372","657","30","87","1332","1286","527","522","109","25","19","25","20","5","17","4","0","1","2","10","0","46","21","7","1","2","8","1","3","0","1","0","2","0","0","0","0","0","0","0","0","0"
"0500000US01057","Fayette County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17241","204","17037","16885","14832","1958","47","37","0","11","152","151","79","58","7","2","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01059","Franklin County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","31704","4710","26994","26666","25249","1211","121","51","2","32","328","319","117","163","18","4","8","3","4","0","2","0","0","0","0","0","0","8","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01061","Geneva County, Alabama","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","1","26790","920","25870","25499","22692","2523","197","64","8","15","371","349","127","166","25","1","5","22","0","1","0","1","0","0","1","0","0","18","8","1","0","0","7","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"0500000US01063","Greene County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9045","69","8976","8937","1562","7349","11","15","0","0","39","38","16","5","2","0","1","13","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01065","Hale County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15760","140","15620","15544","6213","9265","23","35","1","7","76","65","14","24","7","0","7","3","7","2","1","0","0","0","0","0","0","11","3","0","0","1","1","0","3","1","0","0","0","0","0","1","0","0","0","1","0","0"
"0500000US01067","Henry County, Alabama","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","17302","389","16913","16752","11731","4915","54","45","2","5","161","153","72","50","10","2","3","10","3","2","1","0","0","0","0","0","0","6","2","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0500000US01069","Houston County, Alabama","5","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","8","101547","2995","98552","97107","69731","26038","393","806","43","96","1445","1355","533","435","170","15","20","86","51","10","15","4","2","3","8","3","0","80","43","7","0","1","9","0","1","11","0","0","1","2","0","4","0","0","1","0","0","0"
"0500000US01071","Jackson County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53227","1339","51888","50606","47937","1771","680","165","29","24","1282","1270","225","932","54","6","15","28","0","0","4","2","0","2","1","1","0","12","3","0","0","2","2","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0"
"0500000US01073","Jefferson County, Alabama","18","6","6","3","2","0","1","0","0","1","0","0","0","1","0","2","1","1","0","0","0","0","0","0","38","658466(r38264)","25488","632978","626925","340213","275511","1431","9085","154","531","6053","5656","1949","1349","1104","50","99","499","246","55","127","37","4","5","28","99","5","357","213","45","3","19","22","0","5","22","6","5","4","0","1","2","6","2","0","0","0","2"
"0500000US01075","Lamar County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14564","180","14384","14210","12542","1635","24","4","1","4","174","169","62","66","12","2","3","16","0","0","3","1","0","0","2","2","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01077","Lauderdale County, Alabama","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","92709","2082","90627","89479","79228","9190","323","675","23","40","1148","1110","504","385","113","9","20","47","9","3","3","3","0","2","9","3","0","33","13","3","0","0","5","0","3","4","3","0","2","0","0","0","0","0","0","0","0","0"
"0500000US01079","Lawrence County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34339","574","33765","32336","26420","3917","1928","41","5","25","1429","1389","116","1173","40","11","7","27","1","1","2","9","0","2","0","0","0","40","25","1","1","0","11","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0500000US01081","Lee County, Alabama","4","3","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","10","140247(r38032)","4571","135676","133816","97900","31674","397","3615","66","164","1860","1764","606","415","426","42","21","76","74","8","28","3","3","0","30","30","2","85","39","7","1","3","11","0","0","8","0","0","10","0","0","6","0","0","0","0","0","0"
"0500000US01083","Limestone County, Alabama","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","82782","4591","78191","76969","65112","10350","487","911","26","83","1222","1166","416","437","182","16","22","31","24","4","8","3","0","1","2","19","1","52","33","2","0","6","1","1","0","6","2","0","1","0","0","0","0","0","0","0","0","0"
"0500000US01085","Lowndes County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11299","87","11212","11167","2841","8283","25","14","0","4","45","42","17","13","1","0","0","2","7","0","1","1","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01087","Macon County, Alabama","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","21452","232","21220","21016","3267","17631","28","76","2","12","204","166","72","22","7","3","3","39","12","5","3","0","0","0","0","0","0","35","28","0","0","3","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0"
"0500000US01089","Madison County, Alabama","12","3","1","1","1","1","7","0","0","4","0","1","1","0","0","2","2","0","0","0","0","0","0","0","32","334811","15404","319407","312256","221445","79517","2335","8167","321","471","7151","6604","1961","2053","1520","82","65","377","238","51","62","31","15","5","42","93","9","513","276","67","11","21","45","3","6","40","7","1","19","0","5","2","5","1","4","0","0","0"
"0500000US01091","Marengo County, Alabama","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","21027","352","20675","20539","9607","10838","31","53","9","1","136","132","54","33","11","2","1","17","5","5","2","1","0","1","0","0","0","3","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01093","Marion County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30776","632","30144","29865","28509","1178","94","53","7","24","279","270","94","144","16","3","8","3","0","2","0","0","0","0","0","0","0","9","4","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01095","Marshall County, Alabama","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","93019","11238","81781","80620","78060","1389","570","475","63","63","1161","1141","365","598","97","23","20","16","1","0","2","7","5","0","5","2","0","18","5","0","0","0","6","2","1","3","1","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01097","Mobile County, Alabama","3","1","3","0","0","1","3","2","1","0","2","0","0","0","0","3","3","0","0","0","0","0","0","0","16","412992(r38160)","9936","403056","397809","243904","142272","3541","7507","157","428","5247","4885","1569","1467","772","63","119","448","163","28","90","29","1","13","43","79","1","343","202","20","4","9","22","0","6","33","11","0","11","2","9","8","2","4","0","0","0","0"
"0500000US01099","Monroe County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23068","220","22848","22537","12621","9581","256","67","4","8","311","303","110","130","25","3","0","27","1","1","2","1","2","1","0","0","0","8","6","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"0500000US01101","Montgomery County, Alabama","8","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","11","229363","8314","221049","218610","88099","124928","520","4792","84","187","2439","2215","792","353","402","33","25","267","201","27","38","11","0","1","35","29","1","213","120","23","10","13","12","1","2","7","4","0","4","3","3","10","1","0","0","0","0","0"
"0500000US01103","Morgan County, Alabama","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","119490","9156","110334","108386","92585","14059","928","665","69","80","1948","1895","646","914","181","15","40","39","25","2","14","3","0","2","1","12","1","49","32","5","0","3","1","2","0","2","0","0","1","1","0","0","2","0","0","0","0","0"
"0500000US01105","Perry County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10591","114","10477","10442","3142","7244","17","30","5","4","35","34","17","2","1","0","2","7","5","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01107","Pickens County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19746","313","19433","19275","11027","8169","28","32","1","18","158","153","86","34","5","1","1","9","12","2","2","1","0","0","0","0","0","5","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01109","Pike County, Alabama","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","32899","730","32169","31727","18887","11990","185","645","6","14","442","423","124","141","65","3","4","56","7","4","11","3","0","0","2","2","1","17","15","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01111","Randolph County, Alabama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22913","649","22264","22035","17280","4604","84","54","5","8","229","222","100","91","8","2","7","13","0","0","1","0","0","0","0","0","0","7","5","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0500000US01113","Russell County, Alabama","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","52947","1946","51001","50096","27591","21926","189","223","112","55","905","844","303","213","146","25","15","61","30","18","15","3","1","2","9","2","1","59","27","9","3","3","5","4","0","4","0","0","1","0","0","3","0","0","0","0","0","0"
